"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000279673.1",73.2343770130314,0.400027903901827,0.256192943598694,1.56143217015547,0.118421816392295,0.275877552846775
"ENSG00000113163.16",1795.64763160032,0.171940349385582,0.110148643737878,1.5609847162054,0.118527357063256,0.276090329803624
"ENSG00000233170.4",25.805767656505,-0.570380476957589,0.365424640897676,-1.56087032214476,0.118554350950668,0.276120115647355
"ENSG00000196420.7",8.393097368892,-1.16153018134922,0.744516858040587,-1.5601126674366,0.118733258570222,0.27650366805306
"ENSG00000165527.7",13028.6787093269,0.0993214434065175,0.0636709031920287,1.55991887074333,0.118779054429874,0.276577177656526
"ENSG00000169668.11",2.70463344856449,2.45225894578172,1.57210991930338,1.55985209155626,0.118794838145497,0.276580794704824
"ENSG00000043143.20",3508.55256908307,-0.164852821135621,0.105700547446427,-1.5596212613674,0.118849409097556,0.276667593183016
"ENSG00000100395.15",990.865526026355,-0.205219264652964,0.131588719961324,-1.55955058088019,0.118866122719389,0.276667593183016
"ENSG00000197265.9",1536.4590128047,0.150606874694189,0.0965729676584735,1.55951378885657,0.118874823557901,0.276667593183016
"ENSG00000256915.2",7.70533579308982,1.17239712886141,0.751843084510142,1.55936411867813,0.1189102237691,0.276716847363053
"ENSG00000151466.12",765.051045096047,-0.169144243163434,0.108513379413618,-1.55874090437005,0.119057716185026,0.277026909107167
"ENSG00000067177.15",942.677165892664,0.171500752080479,0.11005753808552,1.55828264981918,0.119166260008872,0.277217383659608
"ENSG00000099949.21",404.716095353134,0.248316709768589,0.159353599246752,1.5582748738802,0.119168102514716,0.277217383659608
"ENSG00000272923.1",70.8971785215732,-0.385393589349743,0.247343082663396,-1.55813368702215,0.1192015605711,0.277262031026796
"ENSG00000106617.14",1430.44553073907,-0.214260759502579,0.137523623018344,-1.55799240014204,0.119235049699433,0.277273561373317
"ENSG00000177694.16",21.598775350609,-0.747389207083434,0.47969852997619,-1.55803939428484,0.119223909893069,0.277273561373317
"ENSG00000236908.2",3.19874228384883,-1.52034305540088,0.976602293128053,-1.55676785330006,0.119525612123024,0.277915994404008
"ENSG00000050555.18",6.44244930565898,1.62178139685595,1.04213389422828,1.5562121199953,0.119657660274222,0.278161322914829
"ENSG00000066697.14",1682.15461593178,0.18108244269235,0.11636168441972,1.55620334644847,0.119659745878313,0.278161322914829
"ENSG00000008018.9",9427.30706046258,-0.158290323662219,0.101720478493238,-1.55613034864697,0.119677099658194,0.278168393800127
"ENSG00000089289.16",1116.96473909277,-0.219213100819948,0.140912530969494,-1.55566789775003,0.119787083999267,0.27839074071622
"ENSG00000114391.13",24029.6033257587,-0.237078135697379,0.152404130831012,-1.55558864713618,0.119805940055449,0.278401273423925
"ENSG00000277744.1",4.39646407620319,1.8461466640919,1.18693648381792,1.55538791608592,0.119853710288513,0.27847898543545
"ENSG00000282226.1",19.4060000255207,-0.623506230193166,0.400884823255692,-1.55532510592321,0.119868660995614,0.278480432119381
"ENSG00000156265.15",35.9203626313788,0.519832777118876,0.334273481122679,1.55511222539396,0.119919343826595,0.278498311221616
"ENSG00000171314.9",6288.37679323118,-0.154255713082717,0.099185222727282,-1.55522878147742,0.119891591947278,0.278498311221616
"ENSG00000228816.1",5.88600131534377,-1.32979218678988,0.85510259049408,-1.55512590135123,0.119916087335241,0.278498311221616
"ENSG00000151304.6",1053.84927069053,-0.185505507992621,0.11929255936635,-1.55504676048511,0.119934933157895,0.278501237856254
"ENSG00000172273.13",849.564286649828,0.170230285336056,0.109485207634182,1.55482451935278,0.119987867864445,0.278557596728781
"ENSG00000263276.1",2.44163960753069,2.13085784054108,1.37046561386939,1.55484225140446,0.119983643668008,0.278557596728781
"ENSG00000168067.12",662.113145577447,0.16312916829821,0.104929791788943,1.55465064322562,0.120029295463752,0.278587220758716
"ENSG00000213406.3",6.32090593051123,-1.0720812854729,0.689594579806454,-1.55465445475774,0.120028387210826,0.278587220758716
"ENSG00000136813.14",6093.19176783655,-0.186014585832367,0.119660078640873,-1.55452501740901,0.120059233948448,0.278605674599058
"ENSG00000287916.1",13.5718686511179,0.84068013724626,0.54080525435276,1.55449698478317,0.120065915334519,0.278605674599058
"ENSG00000122515.15",3919.5948910944,0.196181380384813,0.126225535976003,1.55421309062304,0.120133595986843,0.278729446293455
"ENSG00000286064.1",12.6684010173821,-0.968312708753837,0.623086679913076,-1.55405778998344,0.120170632453549,0.278782097441775
"ENSG00000267213.4",10.2820484605842,-0.89054139144409,0.573120069042702,-1.55384785762534,0.120220711832983,0.278864990474503
"ENSG00000197548.12",679.59988430823,-0.161225815866153,0.103765618936822,-1.55374985971332,0.120244094835584,0.278885945969501
"ENSG00000117410.14",3157.8951431354,-0.203495484557648,0.130986020300694,-1.55356643472716,0.120287870918638,0.278899275429994
"ENSG00000118965.14",1272.07261542395,0.185369769828303,0.119313062313154,1.55364187486676,0.120269864915653,0.278899275429994
"ENSG00000281189.1",19.9096628627982,-0.620434845020222,0.399367049906118,-1.55354540432435,0.120292890817536,0.278899275429994
"ENSG00000078618.21",8110.31295430014,0.113622592218535,0.0731482255479609,1.55331987026857,0.120346735483332,0.27896905670301
"ENSG00000138463.9",1144.72605964341,-0.12666720957253,0.081547210994942,-1.55329910155218,0.120351694816564,0.27896905670301
"ENSG00000145494.11",3015.32441271955,0.278272436729851,0.179169887557716,1.55312056352221,0.120394334266896,0.279034614931004
"ENSG00000102921.8",1363.63293154442,0.16364461835037,0.105369636599037,1.55305288726662,0.120410500179221,0.279038807855411
"ENSG00000116922.14",1294.39716748068,-0.208298757199649,0.134146302917385,-1.55277299984876,0.120477375285208,0.279160499051419
"ENSG00000017797.13",3011.91925958811,-0.119889006567406,0.0772237843441758,-1.55248810435237,0.120545476855409,0.279191796342884
"ENSG00000105926.15",1056.14289456933,0.194496462983285,0.125281451866431,1.55247612544151,0.120548340960562,0.279191796342884
"ENSG00000144199.11",253.042852041842,-0.274328302189215,0.176693547179004,-1.55256548169979,0.120526977553532,0.279191796342884
"ENSG00000264301.1",3.59451590936479,1.82708191500037,1.17677110519761,1.55262302662807,0.120513221208253,0.279191796342884
"ENSG00000140534.14",1064.79821789175,-0.249552088622922,0.16075393795094,-1.55238553906581,0.120570001490913,0.279208691645107
"ENSG00000169446.5",2237.62095675279,-0.138131436832411,0.088990462116886,-1.55220496159442,0.120613189300383,0.279275428549231
"ENSG00000176978.14",2753.53354947326,-0.226585896827216,0.145996435189142,-1.55199609177901,0.120663158749078,0.279357850321272
"ENSG00000118160.14",21.3444727570098,-0.787112140187189,0.507251879961858,-1.55171852738402,0.120729587573001,0.279478354462702
"ENSG00000215244.3",15.9123580163649,0.909652749859906,0.586371020280873,1.55132623952695,0.120823521694623,0.279662494659603
"ENSG00000102309.15",504.73395386714,0.323223158453663,0.208394552041768,1.55101539501321,0.120897994649089,0.279734931428535
"ENSG00000186517.14",13.568852289917,-0.828629893032708,0.53424856404321,-1.55101941081809,0.12089703230292,0.279734931428535
"ENSG00000224843.8",6.47902042473641,-1.40615699853151,0.906601245907964,-1.55102036852292,0.120896802799732,0.279734931428535
"ENSG00000083750.12",198.72189493514,0.248462346884985,0.160203427251755,1.55091779962069,0.120921384220094,0.279755746185186
"ENSG00000196787.3",74.2461730539371,-0.491891470024471,0.317302955424452,-1.55022656302231,0.121087146347905,0.280105900549618
"ENSG00000145216.16",437.638899411139,-0.204996655480237,0.132260052905911,-1.54995140993986,0.121153178932424,0.280225298789788
"ENSG00000163848.19",2709.67888704723,-0.192183382763021,0.124001314736772,-1.54984955740981,0.12117762914418,0.280248500719452
"ENSG00000283971.1",8.97281627962907,1.01070499423102,0.652221930363551,1.54963356363631,0.121229492307666,0.280335087744414
"ENSG00000136261.15",4251.50896446331,-0.135753197814512,0.0876370777236672,-1.54903839037812,0.121372491679372,0.280632375479453
"ENSG00000114279.13",3.29969579728902,-1.83137988645525,1.18274983856922,-1.54840848566142,0.121523979479025,0.280932482981943
"ENSG00000140678.16",7.36066730026427,1.25082498574215,0.807828957365435,1.54837849564276,0.121531195560413,0.280932482981943
"ENSG00000118689.15",1703.89409434305,0.209304448574861,0.135216625622464,1.54791947818056,0.121641684372762,0.281152880243618
"ENSG00000123607.15",569.270130482904,-0.198542523409003,0.128270091471976,-1.54784736746197,0.121659049079509,0.281152880243618
"ENSG00000256029.6",8.46654250966886,1.1009812360297,0.711319097187045,1.54780216134165,0.121669935981121,0.281152880243618
"ENSG00000100478.15",236.243934092253,-0.226923328334559,0.146622827444072,-1.54766711493895,0.121702463479529,0.281194612480757
"ENSG00000136861.18",3218.09870070705,-0.196999999395994,0.127295179767557,-1.5475841249898,0.121722455947954,0.281207375942521
"ENSG00000274922.1",10.6001015713331,1.03816533857096,0.671090197725952,1.54698331474499,0.121867269108807,0.281508467126073
"ENSG00000171132.14",476.092843562518,-0.202733407374855,0.131078910274699,-1.54665160818008,0.121947277959455,0.281659809200235
"ENSG00000089063.15",1888.78770150638,-0.164478700153076,0.106350122917648,-1.54657743348769,0.12196517478635,0.28166767314015
"ENSG00000177917.10",1225.15895960355,0.141585143206377,0.0915861005254162,1.545923916338,0.122122943776083,0.28196501962841
"ENSG00000270587.1",16.187925236756,-0.701747763578959,0.45392749723045,-1.54594680397318,0.122117415658289,0.28196501962841
"ENSG00000102038.15",6118.07990805661,0.211001634607567,0.136494710116113,1.54585942875055,0.122138520704605,0.281967488824647
"ENSG00000182600.9",518.736092604067,-0.279670915126076,0.1809381408193,-1.54567143146109,0.122183940172068,0.282038843371059
"ENSG00000101342.10",53.3745381993537,-0.440479619629884,0.285003731042785,-1.5455222920003,0.122219981117519,0.282088534972105
"ENSG00000242498.8",993.303278454753,0.189954866344319,0.122924019895562,1.54530307832194,0.122272971234326,0.282177329483538
"ENSG00000107938.18",773.703193201562,-0.208524961446409,0.134980716289914,-1.54485001397188,0.122382546542747,0.282363149881864
"ENSG00000273343.1",20.6945228461364,0.717493359679554,0.46443473143445,1.54487447022644,0.12237662974745,0.282363149881864
"ENSG00000152457.18",1235.21695938557,-0.156569707898271,0.101368019520369,-1.54456709955559,0.122451009362821,0.282455136846826
"ENSG00000185168.5",38.6595975173685,-0.704677080035831,0.456230078362227,-1.54456515134968,0.122451480915382,0.282455136846826
"ENSG00000170348.9",8716.80276361414,-0.101307514824032,0.0655922246813564,-1.54450493661679,0.122466056261092,0.282455235491941
"ENSG00000111203.13",737.832901643225,-0.170029760438491,0.110133089506322,-1.54385717499309,0.12262293668265,0.282749958163956
"ENSG00000251819.1",4.23674342077915,-1.49675922182982,0.969464244671236,-1.54390348076983,0.122611716747333,0.282749958163956
"ENSG00000139734.19",2283.18593204477,0.203718211322472,0.132044813235194,1.54279601243871,0.122880277298343,0.283309735417626
"ENSG00000170923.3",3.43092133966576,-1.81922733605746,1.17931468863052,-1.54261398895154,0.122924461841201,0.283359282090005
"ENSG00000227473.1",54.5913287535417,-0.47667747857942,0.309011657407403,-1.5425873657283,0.122930925426164,0.283359282090005
"ENSG00000137574.11",1996.59570177427,-0.137626000508636,0.089243548510286,-1.54213949138041,0.123039700140848,0.283576379928556
"ENSG00000149292.16",1086.78550074919,-0.167278047061837,0.108531811933292,-1.54128125276903,0.123248349558624,0.283960292408314
"ENSG00000186187.12",838.214835432277,0.168666797430393,0.109433360366627,1.54127403988437,0.12325010427848,0.283960292408314
"ENSG00000237523.2",660.030631317429,-0.167170858090763,0.108455792373018,-1.54137325847755,0.123225968513124,0.283960292408314
"ENSG00000125375.15",445.472992657704,-0.163469378504456,0.106072733543314,-1.54110649404264,0.123290869606851,0.283961493561082
"ENSG00000175106.16",36.7681107738299,0.584856363879049,0.379478674724,1.54121009383313,0.123265661654554,0.283961493561082
"ENSG00000235023.1",5.02662900051898,1.53856614548822,0.998361154636557,1.54109175656811,0.123294455863448,0.283961493561082
"ENSG00000133466.14",584.210206524379,0.228942944715715,0.148605023392187,1.54061376587187,0.123410815570139,0.284195807040429
"ENSG00000244045.13",309.638200627854,0.243276304682031,0.157919212193032,1.54051113416563,0.123435810905689,0.284219692070012
"ENSG00000204054.14",381.625558702061,-0.259073321153412,0.16820848401552,-1.54019176065762,0.123513617691748,0.284365159139636
"ENSG00000240163.1",5.2342606768658,-1.20676431780332,0.783587585967017,-1.5400503267469,0.123548086499079,0.284410826625146
"ENSG00000230513.2",35.8762004050215,0.576272390895256,0.374221794149247,1.53992204597637,0.123579356253023,0.284449119864253
"ENSG00000130997.16",7.0058669248918,1.11590199749922,0.724704872847247,1.53980197913535,0.12360862937439,0.284482808824233
"ENSG00000153147.6",6042.00262227668,-0.147684755857014,0.0959315359190487,-1.53948078118584,0.123686966251308,0.284629395697423
"ENSG00000114446.5",3364.0320583567,-0.135226319777928,0.0878798264502506,-1.53876407407883,0.123861903444294,0.284829620840427
"ENSG00000167862.10",1097.30084395214,-0.186785135944097,0.12138246345431,-1.53881483888655,0.12384950618399,0.284829620840427
"ENSG00000204311.14",27.3727649287155,-0.591710025007678,0.384466246477194,-1.53904284297888,0.123793837306454,0.284829620840427
"ENSG00000260101.1",5.98003068888476,-1.18113989626473,0.767539085216978,-1.53886612292954,0.123836983104696,0.284829620840427
"ENSG00000270728.1",11.0478506306425,0.951213376183223,0.618114677117986,1.53889466048329,0.123830014931376,0.284829620840427
"ENSG00000276802.2",93.135981969021,-0.382846788853873,0.248783278465655,-1.53887669306008,0.123834402101413,0.284829620840427
"ENSG00000123374.11",3633.48946869587,-0.140949876380286,0.0916047419533535,-1.53867445477942,0.123883791713759,0.284846252898216
"ENSG00000036530.9",2.59916653854459,2.10213986633916,1.3663434837418,1.53851494251091,0.123922757838149,0.284868447231493
"ENSG00000278212.2",22.9804707084315,-0.648395655563541,0.421435836778165,-1.53853943822258,0.123916773332376,0.284868447231493
"ENSG00000185222.10",2626.94484070254,-0.163244393525132,0.106113507256762,-1.53839410029234,0.123952283896485,0.284902624149963
"ENSG00000120533.13",3365.94158371042,0.194335915295184,0.126350594619727,1.53806886212186,0.124031778437647,0.285025855689103
