"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000172367.16",286.655813664815,-0.774252711023334,0.190871759643632,-4.05640264682899,4.98343200583372e-05,0.000385274401214734
"ENSG00000105443.15",1529.53820695098,0.441237125639145,0.10878067041418,4.05620891983054,4.98756507593645e-05,0.000385440615570182
"ENSG00000126259.19",31.5789782018269,2.26081937368668,0.55739678649485,4.05603230672297,4.99133586072272e-05,0.000385578711403048
"ENSG00000260604.2",73.1893665553166,1.0858986206074,0.267802374809378,4.0548506016063,5.01663551489541e-05,0.000387379133363159
"ENSG00000188112.9",1164.12001131506,-0.431052558194999,0.106314429759042,-4.05450660998665,5.02402299660529e-05,0.000387718719526986
"ENSG00000219891.2",14.3111631728099,-2.20160749821825,0.543008798049566,-4.05446008633047,5.02502291875117e-05,0.000387718719526986
"ENSG00000154783.12",170.151620790766,0.851533222964675,0.210055713904447,4.05384460692192,5.03826904223515e-05,0.000388586496447946
"ENSG00000143507.18",43.7335110473274,1.53805063943784,0.379449048622853,4.05337856299795,5.0483210804288e-05,0.000389207332483991
"ENSG00000101782.15",4336.24237481004,-0.426332773446364,0.10522755928499,-4.05153152219105,5.0883469171269e-05,0.000392137631567321
"ENSG00000231107.2",144.406320788673,-0.786613958613715,0.194177999582299,-4.0509942439711,5.10004622408395e-05,0.000392883465760189
"ENSG00000136824.19",5479.94006916426,-0.435498092868689,0.10751786090609,-4.05047207225475,5.111441010759e-05,0.00039360525944973
"ENSG00000165458.14",7884.7595359305,0.326956494055719,0.0807259308088412,4.05020407667955,5.11729855292869e-05,0.000393900256137513
"ENSG00000097021.19",3219.91128840183,0.5676354327644,0.140170372594172,4.04961064352625,5.1302917877415e-05,0.000394744066455043
"ENSG00000148719.15",2872.63164419801,-0.34596907796688,0.0854620316673977,-4.04821967389363,5.16086974668548e-05,0.00039693970873201
"ENSG00000247134.7",658.457290562289,0.488735637447552,0.120760776180753,4.04713892130022,5.18474729597317e-05,0.000398618466948317
"ENSG00000077713.19",861.009751463724,0.440057194791853,0.108750663853256,4.04647823930204,5.19939556102987e-05,0.000399586603891564
"ENSG00000100360.15",185.805618399987,0.781732580332146,0.193217463042944,4.04586918811991,5.21293383140217e-05,0.00040046870334835
"ENSG00000157181.16",1293.8971632463,-0.350232368498945,0.0865908961840161,-4.04467887426248,5.23948917635021e-05,0.000402349710120675
"ENSG00000164576.12",1029.56935608357,0.483310816162468,0.119496261515904,4.04456850809633,5.2419578772488e-05,0.000402380305300978
"ENSG00000171867.17",5339.26204506415,0.376940038902224,0.0932140436222866,4.04381168603334,5.25891640127016e-05,0.000403522697098645
"ENSG00000281649.2",1856.1622084873,-0.442422683761242,0.109459502447591,-4.04188465933393,5.30233136020427e-05,0.000406693418772416
"ENSG00000140525.17",4726.61783619383,-0.473939943989403,0.11726827361675,-4.04150184335711,5.31099635353436e-05,0.000407181794786714
"ENSG00000140718.21",1941.82915225029,0.44510111210088,0.110134877551921,4.04141832264756,5.31288861689189e-05,0.000407181794786714
"ENSG00000107789.16",1942.39528335696,-0.343344176730967,0.0849897875571054,-4.03982862647198,5.34902714685012e-05,0.000409789876334958
"ENSG00000137074.19",1614.19301520559,-0.42468394026383,0.105136658916887,-4.03935168416901,5.35991480853406e-05,0.000410431880577091
"ENSG00000282937.5",11.1306027933713,-3.07329680222659,0.760853267896196,-4.03927660155083,5.36163070994666e-05,0.000410431880577091
"ENSG00000138670.17",50.9795074887679,-1.04696291952041,0.259344242214898,-4.03696226520761,5.41477742080965e-05,0.000414337062798647
"ENSG00000125249.7",1519.89124420476,0.420019313065878,0.104052401927543,4.03661333410026,5.42283348838665e-05,0.000414790207321066
"ENSG00000163684.11",730.016697414932,-0.404281385119979,0.100217915031985,-4.03402310845273,5.48299223264022e-05,0.000419226738920516
"ENSG00000120093.11",175.806596513484,0.781749845191822,0.193829404154593,4.03318499895051,5.50259257850215e-05,0.000420559926684104
"ENSG00000135966.13",2265.69640152824,-0.398605106505059,0.0988674082006466,-4.03171392635387,5.53715624213596e-05,0.000423035254410985
"ENSG00000128596.17",76.8836578566922,1.17152888470733,0.290617498929746,4.03117117524482,5.54996034111633e-05,0.000423846873044939
"ENSG00000086589.12",2070.97861326805,-0.361276048331316,0.0896237981552152,-4.03102809485533,5.55334043453937e-05,0.000423938431601364
"ENSG00000196700.9",1905.10064219735,0.485902235877552,0.120546558602028,4.03082627586,5.55811146878969e-05,0.000424136060099711
"ENSG00000222009.8",24.1278229166201,1.76645118979519,0.438271600115299,4.03049430839343,5.56596768175994e-05,0.000424568869162819
"ENSG00000197299.12",1230.41308712126,-0.475034326565228,0.117935052680669,-4.02793160953997,5.62697053817776e-05,0.000429053744135045
"ENSG00000171045.16",205.052318136187,0.805154925729962,0.199986140929816,4.02605361544792,5.67207611226491e-05,0.000432323416933258
"ENSG00000103089.9",1110.26714877148,-0.609687452613727,0.151442304576326,-4.02587278580701,5.67643729977613e-05,0.000432486222494899
"ENSG00000157388.19",23.5293004305096,-3.02978836324094,0.752719205990655,-4.0251242948603,5.69452295414479e-05,0.000433694154140902
"ENSG00000073605.18",128.631042411498,-0.796074374888831,0.1978849063463,-4.02291609596386,5.74819783568605e-05,0.000437439205694574
"ENSG00000197961.11",2064.90203713811,-0.587984148958536,0.146155919442502,-4.02299237144378,5.7463358379249e-05,0.000437439205694574
"ENSG00000149639.15",2299.31414589299,0.787585089480632,0.195782683268457,4.02275153416247,5.75221698027273e-05,0.000437510409078758
"ENSG00000204442.4",121.193058478867,2.85772282591812,0.710400342923709,4.02269347753541,5.75363555055209e-05,0.000437510409078758
"ENSG00000137821.11",350.338998264171,-0.585641474205039,0.145596346345272,-4.0223638086098,5.76169704903367e-05,0.000437952068224554
"ENSG00000136827.12",1880.48637253051,-0.321313655321786,0.0798896832247459,-4.0219668216466,5.77141889450481e-05,0.000438348173636559
"ENSG00000140264.19",2849.81542834113,-0.498956381801298,0.124056241378685,-4.02201756442241,5.77017538516675e-05,0.000438348173636559
"ENSG00000111596.12",2702.96708044536,-0.296089515802393,0.0736235345541892,-4.02166939682123,5.77871273294642e-05,0.000438730705771666
"ENSG00000114019.14",2691.90821913531,0.616732793449679,0.153463134037714,4.01876839878765,5.85031410690968e-05,0.000443993381420916
"ENSG00000115840.14",988.398170598751,-0.358365831582726,0.0892305468683553,-4.01617881050796,5.91493838476471e-05,0.00044872264811197
"ENSG00000054179.12",69.6924447446655,-1.0986727783907,0.273575864091165,-4.01597115315914,5.92014973555303e-05,0.000448942763403077
"ENSG00000198088.10",603.984859460518,-0.469595078176456,0.117030337114108,-4.01259271532805,6.00554793348771e-05,0.00045524114522335
"ENSG00000184305.15",9.19666550166253,-2.86880675327325,0.715127842108557,-4.01159986278057,6.03086562189949e-05,0.000456982082757265
"ENSG00000147955.17",6040.18387586487,-0.50421112723169,0.125697139858944,-4.01131742374973,6.03808624583953e-05,0.000457238204564466
"ENSG00000168398.6",10.5912274013692,-4.11286058184608,1.02532280494844,-4.0112836289181,6.03895076722054e-05,0.000457238204564466
"ENSG00000011009.11",2111.46083955318,-0.450689708705955,0.112363808163958,-4.01098642054139,6.04655884305911e-05,0.000457635972249599
"ENSG00000144580.13",3186.41458901881,-0.338303873446788,0.0843780971595246,-4.00938021637526,6.08783249563599e-05,0.000460580429681514
"ENSG00000064692.19",16.6587167004692,3.72469542619962,0.929024632423986,4.00925367983112,6.0910953383096e-05,0.00046064797274469
"ENSG00000064763.11",1385.10882707014,0.460948581652577,0.114978782646695,4.00898818931639,6.09794659886165e-05,0.000460986737049689
"ENSG00000167996.16",16457.8777104132,0.598392252262019,0.149432017988261,4.00444469878622,6.21633305024029e-05,0.000469753690375079
"ENSG00000181045.15",215.657067145537,0.580484073160767,0.145002773933442,4.00326185088856,6.24750876656009e-05,0.000471926080011123
"ENSG00000088179.9",1571.70784553563,-0.543673830235221,0.135811525759339,-4.00314941751428,6.2504798063349e-05,0.000471967076596445
"ENSG00000144895.12",6459.40583360091,-0.252256893032458,0.0630180069457897,-4.00293353056149,6.25618834602578e-05,0.000472205113777482
"ENSG00000162642.14",1471.26080602833,-0.444673026533607,0.111089203087837,-4.00284648888885,6.25849132069765e-05,0.000472205113777482
"ENSG00000067064.11",1989.28434652537,-0.447193398866395,0.111724846841232,-4.00263156772892,6.26418120697063e-05,0.000472451012567641
"ENSG00000175727.14",910.349152796589,-0.418075668005753,0.104475055881367,-4.0016792953955,6.28945091607831e-05,0.000474172878219155
"ENSG00000283154.2",185.405245166974,0.832599579690275,0.208086982058309,4.00120935704171,6.30195683626993e-05,0.000474931496974573
"ENSG00000089127.13",1223.04373910276,-0.498635451089835,0.124637122481087,-4.00069771480403,6.31559933770126e-05,0.000475775150106828
"ENSG00000051180.17",1181.06266175895,-0.513209814095855,0.128288053858158,-4.0004489791644,6.32224175510427e-05,0.000476091014150355
"ENSG00000100522.10",2247.04789826559,-0.408139787930867,0.102039211278011,-3.99983283699507,6.33872415534695e-05,0.000477147338045404
"ENSG00000076826.9",1276.16700628471,-0.465893826107205,0.116556290970537,-3.99715727248884,6.41077107869675e-05,0.000482383843149633
"ENSG00000240184.7",909.217294914416,0.557839402011615,0.139572121932647,3.9967824110377,6.42092694456998e-05,0.000482961052997918
"ENSG00000116670.15",1828.71741899587,0.458901268806295,0.114833032220136,3.99624794307076,6.43543325894994e-05,0.000483864916135207
"ENSG00000189319.14",693.08620576636,-0.406772756954789,0.101812586980119,-3.99530911668338,6.46098963721905e-05,0.000485598586964383
"ENSG00000099282.10",2512.30136129339,-0.38730713051059,0.0969548852486638,-3.99471495961497,6.47721315931339e-05,0.000486629744740684
"ENSG00000092203.14",2253.2948296044,-0.279501425939595,0.0699845902106932,-3.99375669841229,6.50345984893863e-05,0.000488412850169904
"ENSG00000233369.7",808.676969551374,0.76381401501231,0.191302450579378,3.99270376672659,6.53241561371051e-05,0.000490397952368009
"ENSG00000179029.15",279.34092474765,0.660744793752598,0.165504644448376,3.99230363567649,6.54345123290106e-05,0.0004910367496628
"ENSG00000256235.2",622.818653177674,-0.566846289620892,0.141998834470388,-3.99190804442201,6.55437898813141e-05,0.000491666962614134
"ENSG00000006451.8",2328.17678790417,0.298533227958546,0.0748269804573474,3.9896468644584,6.61717375447971e-05,0.000496185914707051
"ENSG00000183287.14",71.8429951322744,-1.2474671038261,0.312691436851376,-3.98945080296212,6.62264527895722e-05,0.000496404680454349
"ENSG00000073464.12",110.74214852837,1.02234070771214,0.256554721413219,3.98488362280231,6.75132053688299e-05,0.00050585453336491
"ENSG00000104881.16",1111.56568818934,-0.486975630485337,0.122223495299611,-3.98430456674141,6.76780277441261e-05,0.000506894083712846
"ENSG00000179152.20",1204.25794246216,-0.448238953914744,0.112549751164608,-3.98258502819059,6.81697238134025e-05,0.000510380104790944
"ENSG00000137168.8",2760.193924475,-0.431797196987444,0.108483210212299,-3.98031360007164,6.88244138117094e-05,0.0005150832910452
"ENSG00000130803.15",1290.09731858974,-0.348734939302508,0.0876327696660736,-3.9795037932884,6.90592582651821e-05,0.000516641933657459
"ENSG00000100664.11",15411.7679434318,-0.303857111950053,0.0763645753472464,-3.97903230088491,6.91963403573162e-05,0.000517468284411234
"ENSG00000180745.5",678.017962852129,-0.704904254215925,0.177223030448653,-3.9774980285091,6.96442000715984e-05,0.000520617181765995
"ENSG00000131067.17",855.723370112718,0.454956369555582,0.114395562623656,3.97704560492718,6.97767868509874e-05,0.000521407777483964
"ENSG00000198417.7",258.669425284683,0.827614948327408,0.208118334967997,3.9766556293787,6.98912642764018e-05,0.000522062495186836
"ENSG00000227825.4",13.1050658863623,-2.28183294649072,0.574231331257789,-3.97371724996722,7.07595571972299e-05,0.00052834527609887
"ENSG00000132429.10",19.4283534698158,2.910945377471,0.732626900193212,3.97329851893688,7.08841200415135e-05,0.000529072103351327
"ENSG00000276914.2",311.586445492067,-0.492858398016568,0.124114175440762,-3.97100811624697,7.15691407680395e-05,0.000533979969277396
"ENSG00000174173.7",2082.35784024846,-0.416381895743489,0.104883307443767,-3.96995390297672,7.18865382702506e-05,0.000536142270844432
"ENSG00000127022.15",1716.8179164276,0.397091988427427,0.100051849144173,3.96886206326107,7.22166674910726e-05,0.000538397832511119
"ENSG00000166415.15",139.227025387861,-1.24472995918292,0.313641145617324,-3.96864370818754,7.22828612867124e-05,0.000538684697840699
"ENSG00000186115.13",4.11940302522472,-5.91934527989955,1.49207750416994,-3.9671835165108,7.27269920407771e-05,0.000541786821504233
"ENSG00000165512.5",499.898579192603,-0.486105171110319,0.122605652681827,-3.96478596604194,7.34618320692776e-05,0.000547051405401716
"ENSG00000213463.5",1040.51485610037,-0.414711880832613,0.104608871557563,-3.96440449703552,7.35793964314377e-05,0.000547717023761556
"ENSG00000117593.12",3590.04920956187,-0.316341972672472,0.079820438694866,-3.96317005825751,7.39610570513709e-05,0.000550347283633402
"ENSG00000117335.19",6979.86969643599,-0.38633863506899,0.0974924920874067,-3.96275268789538,7.40905215364497e-05,0.000551099646606367
"ENSG00000111358.14",1764.4151543216,-0.342001956242745,0.0863178113704781,-3.96212497528308,7.42856358984869e-05,0.00055233956362777
"ENSG00000163586.10",82.7817521998461,-2.77039464541182,0.69928316132984,-3.96176370119267,7.4398152351515e-05,0.000552964622984338
"ENSG00000156453.13",7143.07278352241,-0.431800002170117,0.109002926754735,-3.9613615434538,7.45235913053955e-05,0.000553685214301096
"ENSG00000141441.16",564.701808517895,-0.625175347084603,0.157872210872981,-3.96000881743272,7.4946996068019e-05,0.000556618194718387
"ENSG00000171813.14",1279.41684202912,-0.477387519465595,0.120618683998722,-3.95782397584984,7.56356617490241e-05,0.000561518228324688
"ENSG00000173653.8",1425.99775781288,-0.569883655081015,0.143999107701225,-3.95754990554131,7.57224703482237e-05,0.000561733562476365
"ENSG00000184860.10",645.417341254563,-0.512698379943907,0.129547594189206,-3.9576063388341,7.57045880568629e-05,0.000561733562476365
"ENSG00000107821.14",112.816114965601,0.813198012849775,0.205508600477951,3.95700233935963,7.58961878260574e-05,0.000562807442421691
"ENSG00000072201.14",222.297620810663,0.784106559573109,0.198173445676977,3.95666814438501,7.60023975861886e-05,0.000563380091336827
"ENSG00000105355.9",6561.48851130684,0.36095645844809,0.0912493721133732,3.95571443494009,7.63062672224621e-05,0.000565008811118825
"ENSG00000136205.17",6646.75368774442,0.541202486528564,0.136812273288551,3.95580362433649,7.62778011955252e-05,0.000565008811118825
"ENSG00000171522.6",128.885079571965,0.783649835892442,0.198106245840164,3.95570484195993,7.63093295527329e-05,0.000565008811118825
"ENSG00000198324.13",1460.31492085023,-0.45387312659366,0.114764274422747,-3.95482940032162,7.65892831548468e-05,0.000566865692078295
"ENSG00000168883.20",3220.76522306457,-0.374484842484451,0.094702970765518,-3.95430934697567,7.67560482190032e-05,0.000567883727896668
"ENSG00000078269.15",3659.31047564613,0.542221018609776,0.137184688687615,3.95248933242451,7.73423780900535e-05,0.000572003980425525
"ENSG00000074603.19",1859.46961121125,-0.48767329144698,0.123435120356587,-3.95084713360475,7.78750555090652e-05,0.000575724449933127
"ENSG00000171951.5",19.5087279716192,1.86587096025422,0.472615538986335,3.94796786465408,7.88173811218879e-05,0.000582469437066545
"ENSG00000151461.20",3438.26305674455,-0.360816173042191,0.0913969696835416,-3.94779142340827,7.88754758568456e-05,0.00058267721351336
"ENSG00000168958.19",2495.18275393551,-0.376972058340563,0.0954921199751994,-3.94767713229602,7.89131287494335e-05,0.000582733879321425
"ENSG00000169994.18",243.937748551479,-1.62979830862068,0.412893319595803,-3.94726247984869,7.90498775662276e-05,0.000583521997864489
"ENSG00000089091.16",48.7369610217826,1.19612871487541,0.303088405781333,3.94646806693877,7.93124941022474e-05,0.000585238282221443
"ENSG00000158220.14",123.126429945976,0.798529232066009,0.202367426535611,3.94593757373047,7.94883232730289e-05,0.000586313112385044
"ENSG00000136153.20",5551.5923317672,-0.493303167177464,0.125077591519327,-3.94397718396457,8.01412862888991e-05,0.000590905174624827
"ENSG00000173848.19",10664.5096067849,0.279296873400086,0.0708251804825577,3.94346857285974,8.03115200740668e-05,0.000591711411735998
"ENSG00000183111.12",53.529843492327,1.53351793571795,0.38887534488107,3.94346917567362,8.03113181081354e-05,0.000591711411735998
"ENSG00000115761.16",1989.45049532355,-0.458468085067247,0.116269729441698,-3.94314227158444,8.04209140995013e-05,0.00059228088192441
"ENSG00000185043.12",2962.42799671491,-0.51987480433578,0.131845645781923,-3.94305630081762,8.04497596357502e-05,0.00059228088192441
"ENSG00000171703.17",539.24544620748,0.697909501836524,0.177151263047361,3.93962475813645,8.16091547247838e-05,0.000600588993271828
"ENSG00000168010.11",361.020826712788,0.613249658745361,0.155672153743562,3.93936644414622,8.16970659088048e-05,0.000601008392507014
"ENSG00000216775.3",165.567758410662,0.790730046444986,0.200745149343364,3.93897461050222,8.1830588297548e-05,0.000601762888441598
"ENSG00000072041.17",39.4163120193331,3.49883432530493,0.888708505863686,3.93698755240854,8.25108851789187e-05,0.000606536143849268
"ENSG00000103876.12",1591.54579815483,-0.371145610728649,0.0942856504398351,-3.93639550660449,8.27146116044318e-05,0.000607803852984399
"ENSG00000116120.11",5093.0071095363,-0.414897286015256,0.105403401291136,-3.93627986320162,8.27544606355922e-05,0.000607866854464615
"ENSG00000104324.16",31.8546581487595,1.64069456363044,0.417119781117442,3.93338949122745,8.37563546308078e-05,0.000614993769778761
"ENSG00000108641.17",558.3554406605,0.546087537566702,0.138843096954346,3.9331270300479,8.38478974542981e-05,0.000615433434638118
"ENSG00000152778.9",652.341671465881,0.43109480615329,0.109624402086908,3.93247121942365,8.40770485912522e-05,0.000616882414654427
"ENSG00000143756.12",2995.22429865315,-0.375149886903907,0.0954326164308983,-3.9310447615732,8.4577521929424e-05,0.000620320270271805
"ENSG00000131475.7",3284.91922623805,-0.331793775205135,0.0844076965681805,-3.93084740722817,8.46469850664437e-05,0.000620595549510147
"ENSG00000254038.1",10.3967940031188,-2.43722245109829,0.620194494123393,-3.929771183382,8.50267349366771e-05,0.000623144653178452
"ENSG00000169371.14",408.599408649599,-0.545648372075151,0.138867159199607,-3.92928303005636,8.51995119766262e-05,0.000624175542697967
"ENSG00000115841.20",276.254911614693,-0.600375861506837,0.152801861088467,-3.92911354109255,8.52595784701765e-05,0.000624380243838113
"ENSG00000178695.6",20.6470706941828,2.23058699089873,0.567853637796362,3.92810196577211,8.56189113567602e-05,0.000626775578580034
"ENSG00000226445.2",28.897060256448,1.49662014228047,0.381112005669362,3.92698240941504,8.60182695086737e-05,0.00062946200533531
"ENSG00000136144.12",835.955950982161,0.445261505584821,0.113391529362698,3.92676162044338,8.60972348793719e-05,0.000629688120013232
"ENSG00000144231.11",2052.28005001743,-0.432727305252148,0.110200847240992,-3.92671486731714,8.61139649616779e-05,0.000629688120013232
"ENSG00000136816.16",1174.77318683547,-0.307202924326182,0.0782742433540105,-3.92470001832911,8.68378817324971e-05,0.000634742786518546
"ENSG00000261379.1",11.3458494639435,-2.73358905469973,0.696640304842633,-3.92396052266489,8.71050152602923e-05,0.000636456043834226
"ENSG00000145247.12",2308.28889181175,-0.48318352245819,0.123144465927961,-3.92371284261243,8.71946600077899e-05,0.000636871631684105
"ENSG00000104611.12",2200.98493481298,-0.29789944513616,0.0759248629762956,-3.92360859747836,8.72324163094754e-05,0.000636908055368506
"ENSG00000132821.12",753.087998899239,-0.664651048573967,0.169433537352876,-3.92278328693398,8.7531879308442e-05,0.000638854527314637
"ENSG00000114023.15",2066.66576126328,-0.488575744395025,0.124662368780381,-3.91919188745525,8.88463601302152e-05,0.000648204900709783
"ENSG00000174599.5",14.51583607244,2.78628936750986,0.71189000596196,3.91393241115221,9.08050628543956e-05,0.000662246604742226
"ENSG00000133943.20",985.860692599871,0.435563586896879,0.111373385033759,3.91084087787089,9.19753535445307e-05,0.000670529996808514
"ENSG00000144224.17",6968.69202558101,-0.343039309716588,0.0877439066650619,-3.90955136094003,9.24676942784066e-05,0.000673866556428613
"ENSG00000120756.13",5387.3619109951,-0.386153866117553,0.0987956190041863,-3.9086132564359,9.28274278060602e-05,0.000676234590269335
"ENSG00000121579.13",13237.7669862913,-0.35880012767027,0.0918521926623911,-3.90627721854245,9.3728976985388e-05,0.000682546420639941
"ENSG00000128908.17",2130.69530349254,-0.405612073848961,0.103980373949021,-3.90085223243979,9.58546488846913e-05,0.000697764402892457
"ENSG00000008086.12",197.378561900627,1.22902821634873,0.315155993806681,3.89974565136346,9.62937936687616e-05,0.000700436442270229
"ENSG00000138606.19",80.4491597499545,1.36632974115146,0.350363312836357,3.89975117568782,9.6291596639671e-05,0.000700436442270229
"ENSG00000076706.17",12.3144548683063,2.96624923182923,0.761180472468175,3.89690663268197,9.74291582282427e-05,0.0007081649660898
"ENSG00000110911.16",2545.53190504612,-0.395571111550886,0.101508978910438,-3.89690760164085,9.74287685803224e-05,0.0007081649660898
"ENSG00000122034.15",2043.31696536028,0.365280980373418,0.093749091495144,3.89636821592387,9.76458997268989e-05,0.000709475030688601
"ENSG00000163884.4",29.5067479815405,1.5972196450782,0.4102693731709,3.89309987419623,9.89713819447154e-05,0.000718836987846595
"ENSG00000163596.16",178.546912434542,0.753086963747455,0.193450600264157,3.89291613837908,9.9046398380046e-05,0.000719113111286729
"ENSG00000137824.16",1892.14979619616,-0.432565170768067,0.111129013419887,-3.89245938082501,9.92331179352464e-05,0.000720199731213387
"ENSG00000240344.9",875.684338062178,-0.407953361464179,0.104821718817257,-3.8918781915358,9.94711848284787e-05,0.000721658062085223
"ENSG00000106868.16",1027.94265675969,-0.434657381829867,0.1116954561689,-3.89145088563497,9.96465617939555e-05,0.000722660662323627
"ENSG00000124140.13",33.3923330626433,1.71422717489454,0.440523674401271,3.89133950002665,9.96923251548341e-05,0.000722722876430196
"ENSG00000174669.12",1404.15714189875,-0.366794247154796,0.0942729783701896,-3.89076757195974,9.99276174464529e-05,0.0007241585282212
"ENSG00000105088.8",36.8417221006948,2.07742761897951,0.534060308293858,3.88987458292153,0.000100296043365915,0.000726557547096505
"ENSG00000158122.12",680.017474503089,-0.398134517065558,0.102357212568358,-3.88965767116478,0.000100385729332852,0.000726936302277688
"ENSG00000228952.1",45.0895007929209,-1.209206209079,0.310905048945008,-3.88931029966285,0.000100529513880026,0.000727706380548298
"ENSG00000101160.14",7686.31022931948,0.372279709566925,0.095733235216014,3.88871961473889,0.000100774457537517,0.000729200306512835
"ENSG00000130935.10",3565.34390561801,-0.411147915717664,0.105730740053494,-3.88863177832338,0.000100810929388763,0.000729200306512835
"ENSG00000159346.13",3053.98292660978,-0.359477688843413,0.0924598607874383,-3.8879324042012,0.000101101771697926,0.000731032006964613
"ENSG00000047365.12",552.620800637892,-0.626963533324105,0.16136210326977,-3.88544472722897,0.000102142731206734,0.000738284166505795
"ENSG00000181350.12",188.726451421695,0.583357890983394,0.150157648857845,3.8849695331582,0.000102342721759115,0.000739454698925711
"ENSG00000087077.14",3915.74085795782,0.448192735219714,0.115388406425621,3.88420942019524,0.000102663392100674,0.000741495982485581
"ENSG00000117640.18",276.971773014201,0.587238179553127,0.151253306021333,3.88248161313116,0.000103395836745091,0.00074650872324576
"ENSG00000115524.16",16524.4044028093,-0.393583370405124,0.101385102835348,-3.88206313746422,0.00010357397560816,0.000747239714150039
"ENSG00000220785.7",103.013430680373,0.808828528310237,0.208345864267971,3.88214343083832,0.000103539773472819,0.000747239714150039
"ENSG00000102466.15",23.6900457943056,1.85474752911593,0.477859204990818,3.88136821420353,0.000103870434136683,0.000749100466746036
"ENSG00000106290.15",1373.15864163978,0.32865350370807,0.0847118002019069,3.879666149518,0.000104599931780409,0.000753802103850218
"ENSG00000185813.10",2134.25410555283,-0.493830642255377,0.127284014644211,-3.8797538216857,0.000104562238055385,0.000753802103850218
"ENSG00000164236.12",524.069363572165,0.930567285642572,0.239900601246108,3.87897021019937,0.000104899598796011,0.000755681468569039
"ENSG00000068615.18",54.8834150862166,1.40078722757955,0.361140215767577,3.87879047090416,0.000104977124925807,0.000755740436479485
"ENSG00000185697.16",1532.77507598768,0.806314280999243,0.207878808273908,3.87877094204243,0.000104985551476364,0.000755740436479485
"ENSG00000273820.2",158.805023025183,0.694343041261026,0.179080495673947,3.87726780991952,0.000105636059999155,0.00076014160020125
"ENSG00000145107.15",6.76110217860897,5.12534150370664,1.32199951658238,3.8769617079412,0.000105768996670975,0.00076081651343341
"ENSG00000147874.11",3495.80393318426,-0.42150612974067,0.108749877145349,-3.87592281301897,0.000106221355217609,0.000763787739552143
"ENSG00000164168.8",1534.19020336685,-0.421908735707279,0.108879085908263,-3.87502092057203,0.000106615539523292,0.000766338619147449
"ENSG00000107175.12",1821.86294160389,-0.335271525361782,0.0865291523206397,-3.87466554762273,0.000106771238850084,0.000767174047427075
"ENSG00000125864.14",53.3889388935147,1.08554600594886,0.280190965250291,3.87430767076716,0.000106928252023207,0.000768018295019604
"ENSG00000226564.1",225.451465552885,-0.857557722963875,0.221467340487946,-3.87216336763005,0.000107873606359337,0.000774522132693045
"ENSG00000099840.13",35.4435934194771,1.33036681101209,0.343627323011521,3.8715396649861,0.000108150053821766,0.000776220253352969
"ENSG00000205763.13",303.401541422984,0.564831126888014,0.145901609163876,3.87131526598585,0.000108249678943978,0.000776648490201241
"ENSG00000148343.18",1603.40711689185,-0.525298026229409,0.135700154597719,-3.87102010153669,0.000108380853249465,0.000777302680352989
"ENSG00000215440.12",134.59489935356,0.866905807078195,0.224065119289103,3.86899045165374,0.000109286921369304,0.000783511842026479
"ENSG00000166377.20",1245.56134637235,-0.395793153469537,0.102358714892759,-3.86672648131826,0.000110306023939571,0.000790526504900258
"ENSG00000109944.10",294.177450135628,-0.624169122984114,0.161435775070096,-3.86636185636734,0.000110470991919229,0.000791416955010005
"ENSG00000055147.19",718.917270375749,-0.378506307383354,0.0979411984316082,-3.86462809772195,0.000111258589221806,0.000796472169471462
"ENSG00000233237.8",486.523962404213,0.740476770413327,0.191600147922377,3.86469832326704,0.000111226585084063,0.000796472169471462
"ENSG00000146828.18",1577.79803838206,0.350215190959493,0.0906286724763041,3.86428689056503,0.000111414212456379,0.00079729257485353
"ENSG00000100034.14",3005.30536061675,0.429130183451598,0.111085865169961,3.86304938792195,0.000111980357156932,0.00080075431262036
"ENSG00000136830.12",16646.223218988,-0.373227198689836,0.0966144006527595,-3.86305971126651,0.000111975623128619,0.00080075431262036
"ENSG00000162600.12",568.982648315038,-0.449694427015521,0.116420958772244,-3.86265868068709,0.000112159664599597,0.000801741537755707
"ENSG00000074621.14",382.166249064683,-0.608210979235225,0.157494870580481,-3.86178278056634,0.00011256262647367,0.000804326179464066
"ENSG00000283777.2",1510.38969402385,0.421614596124045,0.109191585470781,3.86123705692382,0.000112814379202518,0.000805828840198509
"ENSG00000136003.15",1695.70641211377,-0.461058720691398,0.119412421207346,-3.8610616553099,0.000112895408035195,0.000806111370526103
"ENSG00000178927.18",1734.3927895528,0.468284853427108,0.121290511918619,3.86085313698162,0.000112991806944464,0.000806503400577523
"ENSG00000116337.18",1877.66780253695,0.376247312259639,0.0974578883178895,3.86061424840635,0.000113102341574671,0.000806699857190939
"ENSG00000169752.17",26.2570376610634,-1.70103909308198,0.440610037632537,-3.86064535030096,0.000113087944839736,0.000806699857190939
"ENSG00000165312.6",276.000121799924,0.589826241614822,0.152785293906836,3.86049093163692,0.000113159440608222,0.000806811037293253
"ENSG00000152700.14",2473.56758467959,-0.333403290147819,0.0863697524120482,-3.86018578074922,0.000113300850716242,0.000807523041628484
"ENSG00000002330.13",138.103531126571,0.80437302020609,0.208431353664776,3.85917476455955,0.000113770558068998,0.000810573521491586
"ENSG00000172824.16",6.22638642297647,-3.55023378333217,0.92030844297895,-3.85765643075098,0.000114479411396097,0.000815324968814415
